"Year","R","P","L","G","F","T"
2006,0.0551093628680399,0.0501076693722047,0.319363922478052,0.00375803127651837,0.336629131191065,0.00157939497023448
2006,0.0338709677419355,0.0677449601500234,0.161157993436474,0.132800193868896,0.145060715457827,0
2006,0.0478648578871657,0.0244899462325992,0.426751123223098,0.0528749619714025,0.765744238032837,0.02541948409717
2006,-0.199762501649294,-0.502043257251071,2.18339479716934,-0.0328838625489343,0.18845872899927,-0.0043989510193723
2006,0.0506695069993914,0.0554535920293655,0.671473518615627,0.475841874084919,0.330964194716374,0
2006,0.0250119993600341,0.00899239105372377,0.990853892859888,0.847631241997439,0.163649635036496,0
2006,0.0286812202826706,0.0567507418397626,0.591802670623145,0.446845941191254,0.18397973104658,0
2006,0,-0.124406694978766,0.849612790407195,0.76837245094267,0.123989898989899,0.258620689655172
2006,0.0630739459871961,0.0775064742878283,0.424528301886792,0.00160462130937099,0.267726469846076,0.000963391136801541
2006,0.0446877027564863,0.126096997690531,0.21431870669746,0,0.165586328815557,0.00176056338028169
2006,0.06881710824958,0.0997494875882487,0.618765657025734,0.211864406779661,0.17247191011236,0
2006,0.0174275202445577,0.00634146341463415,0.212682926829268,0.00247218788627936,0.221291866028708,0.0194410692588092
2006,0.0840336134453782,0.115930802995094,0.357603924606248,0.381863354037267,0.104249667994688,0.259964306960143
2006,0.0688178001337754,0.0684055118110236,0.52632874015748,0,0.401028277634961,0.00207361327112494
2006,0.0828670729918439,-0.123214974913161,0.446256271709765,0.0950804162724693,0.798907333473419,0
2006,0.0782919701661796,0.0680897054850041,0.449338016752229,0.34784,0.190340006355259,0
2006,0.0423254109442898,0.0481618694784839,0.542889712168709,0,0.393364928909953,0.024330900243309
2006,0.0470368476480869,0.0555555555555556,0.321522309711286,0,0.498301245753114,0
2006,NA,NA,NA,NA,NA,NA
2006,0.0827126458336473,0.0753138075313808,0.429567642956764,0,0.0692534381139489,0
2006,0.0521631249552138,0.0608317815021726,0.558659217877095,0,0.0467511885895404,0
2006,0.00257709055363014,0.00604026845637584,1.0420581655481,0,0.100504002371776,0
2006,0.111651448987694,0.174603174603175,0.600732600732601,0.512667660208644,0.242352941176471,0
2006,0.097544785091103,0.0978473581213307,0.215264187866928,0.380216383307573,0.020997375328084,0
2006,0.0654700548915409,0.0638297872340425,0.48936170212766,0,0,0
2006,0.0778977958400793,0.0880325260738908,0.479936362029344,0.0261502813637868,0.674260166063445,0
2006,-0.0501844678387705,-0.0153846153846154,0.418461538461538,0.0466582597730139,0.398428731762065,0
2006,0.0867828888243671,0.0655409273039496,0.311963365769891,0.0147540983606557,0.386503067484663,0.000831255195344971
2006,NA,NA,NA,NA,NA,NA
2006,0.0780782924254508,0.112649758829936,0.329702816243971,0,0.209402795425667,0.000232072406590856
2006,0.258181249703948,0.267771021178444,0.421891381841057,0.0209517045454545,0.453077699293643,0.542330677290837
2006,0.0986159139083072,0.280575539568345,0.599520383693046,0.130208333333333,0.406735751295337,0
2006,0.124089643218616,0.0885549872122762,0.54923273657289,0,0.912300683371298,0
2006,0.0601941747572816,0.0617479417352755,0.407219759341355,0.261829652996845,0.292158516020236,0.144424131627057
2006,0.0482481302197207,0.0591878871300757,0.0282174810736407,0.121344119477287,0.384223918575064,0
2006,0.0184406340989971,0.0184466019417476,0.0213592233009709,0.154007553503987,0.213686249193028,0
2006,0.122934874918088,0.0867052023121387,0.0245664739884393,0.00221729490022173,0.387755102040816,0.0131578947368421
2006,NA,NA,NA,NA,NA,NA
2006,0.0532324106077588,0.0112052917178279,0.930573929575791,0.44755421079173,0.796952014935283,0
2006,0.0930311807803714,0.112019155692051,0.341210764666077,0.216492292453414,0.0712682056300731,0.000315955766192733
2006,0.139546133299682,0.160624590521948,0.436485404382325,0.1406050513461,0.189694960768682,0.00940559216840489
2006,0.0810641496284236,0.211141060197664,0.0242587601078167,0.00731261425959781,0.0457380457380457,0
2006,0.00330823636778462,-0.347290961187809,1.88519145610836,-0.0169833906928026,0.0728383788719533,-0.0167551798937841
2006,0.0479622102056389,0.0972383809932031,0.62280325760823,0.107246376811594,0.267599582642853,0
2006,0,0.00172661870503597,0.794748201438849,0,-Inf,0.00279622509612024
2006,0.0237405606703217,1.22845324117709,0.864226620588543,0.510385196374622,0.265368639667705,0
2006,0.102795509575171,0.0538569424964937,0.397007947639084,0,0.0704484759185928,0.057025880976751
2006,0.0619172288735432,0.0391076589595376,0.684790462427746,0,0.178117299162149,0.0017162471395881
2006,0.00672709708129393,0.0355845132188949,0.809547675729858,0,0.168460025454125,0
2006,NA,NA,NA,NA,NA,NA
2006,0.0537489553064293,0.0657231563243418,0.573888149671384,0.0236511456023651,0.245351374945439,0.00358287761644352
2006,0.0469795683198156,0.0560280140070035,1.02755923416254,0,0.232297801555546,-1.53556485355649
2006,0.0574543566669551,0.120790481952006,0.80439604759024,0.393370856785491,0.350307910942681,0.0132248219735504
2006,0.0589950405974372,0.0674512906735239,0.579665710612205,0.0229885057471264,0.105268180950563,0.00584795321637427
2006,0.0681141106856415,0.0602735717943091,0.646477946017117,0.000826958858796775,0.0819472924736082,0.0138747194450112
2006,0.0374765417510928,0.0211204121056021,0.747198969735995,0,0.212999099369559,0
2006,0.126395547658162,0.159776536312849,0.559217877094972,0,0.123571428571429,0.0413122721749696
2006,NA,NA,NA,NA,NA,NA
2006,0.0334731954709629,0.108597285067873,0.981900452488688,0,0.0425531914893617,0
2006,-0.0260559457022461,-0.0321582115219261,0.925021496130697,0.222816399286988,0.192754509324366,0
2006,0.0737119359021089,0.0630423685553854,0.514037774374681,0.144141444411148,0.238843436221644,0
2006,0.0985510685704492,0.136837335749887,0.714091526959674,0,0.155715571557156,0
2006,0.0958766834036701,0.108112229338213,0.253812137846905,0.000102165917449939,0.0806480486931614,0
2006,0.211016169290471,0.109026963657679,0.465583654329258,0,0.135026103464642,0
2006,0.0720085879250547,0.0692626875199489,0.421640600063837,0.239613932018464,0.076271186440678,0
2006,0.0380878119001919,0,0.700675675675676,0,0.0582834331337325,0.0534188034188034
2006,0.0537452391028354,0.0344991672614799,0.773495122531525,0,0.122063329928498,0
2006,0.0785950959614523,0.0432432432432432,0.748777348777349,0.0121457489878543,0.0644079168064408,0
2006,0.0235830657694901,0.0712750716332378,0.570558739255014,0,0.0638679583781844,0
2006,0.0578932568618881,0.101091071030951,0.489200623469161,0.270588235294118,0.101575230852797,0
2006,0.0491090197320509,0.0559947299077734,0.652832674571805,0.403846153846154,0.0778120184899846,0
2006,0.0817035414936193,0.101576182136602,0.744746059544658,0.603401360544218,0.105392156862745,0.472398190045249
2006,0.0824978516184474,0.130083078268474,1.04700480979449,1.10913705583756,0.117085661080074,-1.15
2006,0.124540770350516,0.115902224663554,0.545454545454545,0.541805094130676,0.103247549019608,0.143817899637869
2006,0.110269615268101,0.0995423340961098,0.642734553775744,0.528323262839879,0.208256880733945,0
2006,0.185132879702144,0.0617075482877118,0.54639175257732,0,0.0360954726718273,0.0250859544123265
2006,0.161117521493827,0.0544877992188406,0.748462817587687,0,0.0964376452781232,0.0016882817895787
2006,0.269864032571578,0.0345696358923424,0.832457181617772,0,0.0591223695555918,0.277626906204303
2006,0.1072005165945,0.0466040670545538,0.684083184515237,0,0.0930767174552258,0.000546746856205577
2006,0.0579887746878571,0.0479971129556117,0.774594009382894,0.046412213740458,0.21185076810534,0.0060471037555697
2006,0.20593769600669,0.0733399405351833,0.614685224285776,0.00809761508596783,0.0650576657612326,0
2006,0.271818858297013,0.0801195447474003,0.606362073200688,0,0.10707635009311,0.00207576543850545
2006,0.0750185628966989,0.0274978404837316,0.893103944716384,0,0.127796831618488,0.0139442231075697
2006,0.382147559594844,0.108489356245191,0.555629648627853,0,0.0711891540347191,0
2006,0.874855685995266,0.0796581196581197,0.341401709401709,0,0.00945676905574522,0
2006,0.423940480400565,0.132731376975169,0,0,0.00190566936636494,0
2006,0.246188252746485,0.0961391228262058,0.531554194465712,0,0.123733798061213,0
2006,0.117035592747587,0.0269220094365806,0.750763252844851,0.103255442380667,0.208208508088676,0.00443458980044346
2006,0.0771139412325807,0.045831129913626,0.856601445443328,0,0.155249508138079,0.00550122249388753
2006,NA,NA,NA,NA,NA,NA
2006,0.183165632343195,0.0684014869888476,0.584634448574969,0.00652045050385299,0.388985363433391,0
2006,0.0772810586536446,0.0275295326142784,0.815511042629687,0.0082827167310878,0.135085387053891,0.0446808510638298
2006,NA,NA,NA,NA,NA,NA
2006,0.0269860311004373,0.0371742906774754,0.484771279675738,0,0.308728599494808,0.0215526720914889
2006,0.0577771938264724,0.0586939102564103,0.222155448717949,0,0.300086231675769,0.0566083576287658
2006,0.112079764734658,0.156706507304117,0.49535192563081,0,0.0123171670515781,0.374485596707819
2006,0.047021662706233,0.0895348837209302,0.623837209302326,0.525311812179017,0.120261437908497,0
2006,0.0428476551620713,0.12037037037037,0.328703703703704,0.0705128205128205,0.466666666666667,0
2006,0.122379809416081,0.07280409350517,0.486570840145226,0.0036669276090808,0.240785738036166,0
2006,0.406742216939761,0.0588921683025602,0.867870135218615,0.0941176470588235,0.0878518518518518,0
2006,0.414072748392566,0.0554792757229898,0.760319231099288,0.46951566951567,0.258647730243095,0.0149885381766884
2006,0.598777134125967,0.0757422850162001,0.742231900993254,0.53151848634038,0.212237490277418,0
2006,0.0394816043794255,0.170439414114514,0.300488237905016,0.234207968901846,0.215030170049369,0
2006,0.0484750414331952,0.0462442679067364,0.610928114706452,0.0432020330368488,0.387037982066049,0.00116066987232631
2006,0.328480799842926,0.078242435922143,0.293312777028329,0,0.238957597173145,0
2006,NA,NA,NA,NA,NA,NA
2006,0.0315968697286881,0.150197628458498,0.0889328063241107,0.00646551724137931,0.503703703703704,0
2006,0.0637565026294219,0.262536873156342,0.071779744346116,0.217247097844113,0.0851063829787234,0.0653465346534653
2006,0.107158399639744,0.104834471886495,0.532404974601506,0.0156710914454277,0.305285970036747,0.00669767441860465
2006,0.234390614463972,0.124288154897494,0.266799544419134,0.0393583286700242,0.0476190476190477,0
2006,0.105345310976299,0.149412353088272,0.3192048012003,0,0.222999001284063,0
2006,0.213098031325227,0.0532404181184669,0.51205574912892,0,0.0554740240680951,0
2006,0.399295282175522,0.20876445526476,0.557516737674985,0,0.166913946587537,0
2006,0.161015905088912,0.0893813930832927,0.28373112518266,0.011760752688172,0.625963690624223,0
2006,0.056573544389661,0.0728627928202008,0.532248250684515,0,0.379669540229885,0.00259487512163477
2006,0.447774781613581,0.0764997248211337,0.48293891029169,0,0.0647374701670644,0
2006,0.166333654685251,0.0772339470139201,0.338347552761563,0.0397523623330075,0.163486454652532,0
2006,0.0246017936141072,0.117947747065505,0.515524422567209,0,0.19084996636017,0
2006,0.232218642588328,0.114683815648446,0.518220793140407,0.0120879120879121,0.247276688453159,0.00221975582685905
2006,NA,NA,NA,NA,NA,NA
2006,0.0572121881689141,0.0227827502034174,0.600183075671277,0.0620376998329754,0.420910724985021,0
2006,0.415329942537637,0.145365168539326,0.105337078651685,0,1,0
2006,0.0513526536793557,0.133024487094639,0.29119788219722,0.0534688466637207,0.0695897023330652,0.000932835820895522
2006,0.154166304805296,0.0344335368205292,0.81715039050796,0.374992778399273,0.765258316821702,0.17299419715765
2006,0.0437579818883881,0.0721479668674699,0.489646084337349,0.272279885468862,0.419932525621167,0
2006,0.127495870706057,0.132147317756725,0.447619337740275,0.438241581213792,0.297770081634095,0.341719305888332
2006,0.67337340797863,0.0777234225196248,0.870378222962281,0,0.918912200457393,0.004527402700556
2006,0.00828317846585175,0.060102741908756,0.52319341228059,0.0698975532126517,0.562977695695411,0
2006,0.0712486947976168,0.0914133826418583,0.358430602103317,0.0604214267580604,0.685293060050342,0.0743643184660275
2006,0.201631549099158,0.241123991017782,0.378709716574619,0.285075773447866,0.191043083900227,0.452361846680576
2006,0.0975866356361781,0.111885245901639,0.557377049180328,0.463664956133091,0.291731501851156,0.394731926022791
2006,0.156770676192915,0.115303379416283,0.362039170506912,0.4967815221507,0.211944414978254,0
2006,0.0420204833950738,0.0958714949978864,0.755333239396928,0.2458959437158,0.494967632188253,0
2006,0.112581074696104,0.132795993426716,0.492213788246342,0.267441860465116,0.319625675497562,0.0157743060822084
2006,0.068629333384965,0.108041237113402,0.763298969072165,0.719178082191781,0.406313547012685,0
2006,0.128949948301724,0.198387005168399,0.498608507979781,0.0232352290329719,0.808278737343657,0
2006,0.114930057178732,0.100669307471657,0.271411009424942,0.000187441424554827,0.453984819734345,0
2006,0.0680538256946264,0.105522964658749,0.59883388181428,0.356938073394495,0.105052552953102,0.0724505830783227
2006,0.0450170985321902,0.189293801674654,0.237953552056454,0.139121898982688,0.710792437514797,0.0385369256835321
2006,0.0143838555605189,0.0819286554292434,0.622108976871815,0.00823045267489712,0.376569037656904,0
2006,0.124351170693454,0.128058817074509,0.398880719850763,0.411916264090177,0.287984261501211,0
2006,0.0466892926751843,0.18494945713216,0.400973418195432,0.258229021789523,0.194603009859886,0
2006,0.0770060628411973,0.110173958882446,0.395185380425233,0,0.0895600104139547,0
2006,0.0949521322889469,0.0472446328456174,0.819567892793655,0.35079950799508,0.360072014402881,0.642363463883995
2006,0.0354008602077172,0.144107744107744,0.42020202020202,0.308988764044944,0.155913978494624,0
2006,0.0924658752184869,0.0933088488465511,0.357511764030759,0.023207119176409,0.397405495885061,0
2006,0.0169036663801086,0.065115096019331,0.444232481241257,0.198459280997799,0.704918032786885,0
2006,0.0647463370771072,0.104241401139481,0.580080185693184,0.0774223458507186,0.729451100585121,0
2006,0.246907283417104,0.0519178612940721,0.242154203796978,0.00204081632653061,0.93854748603352,0
2006,0.141880299478029,0.0985654789449329,0.412154866574117,0.456580635961785,0.242016806722689,0.23087790110999
2006,0.068679654319205,-0.100071479628306,0.433523945675482,0.497782002534854,0.263716814159292,0.0491901619676065
2006,0.25363185601995,0.160550458715596,0.202608599535758,0.00701995870612526,0.190016825574874,0
2006,0.0928476023280433,0.0550888529886914,0.504523424878837,0.325489333626567,0.252027315407597,0.0260400127024452
2006,0.141289636443325,0.152237926972909,0.370435806831567,0.00163436843334112,0.132066033016508,0
2006,0.0535423032085483,0.0597181008902077,0.344584569732938,0,0.770251065845571,0
2006,0.119409064333311,0.144480291766026,0.0375929302847524,0.00737847222222222,0.934237829209896,0.0312058740468794
2006,0.137093151751206,0.0288333015084972,0.520336070269238,0.448397013614405,0.314729041222788,0
2006,0.0876462298578896,0.106272838002436,0.370584652862363,0.0390516039051604,0.628763866877971,0
2006,0.108808019346069,0.136740331491713,0.319060773480663,0.031434184675835,0.586998087954111,0.0573613766730402
2006,0.0923411821662894,0.177487950099234,0.290615253756734,0.193076757686519,0.332266422801402,0
2006,0.0614519466173912,0.0727272727272727,0.109090909090909,0.121863799283154,0.508130081300813,0
2006,0.0586732234049701,0.0829959514170041,0.524291497975709,0.546769527483124,0.174566473988439,0
2006,0.0259777118521349,0.0694684796044499,0.545859085290482,0.00916936353829558,0.174518201284797,0.00809935205183585
2006,0.363184841443685,0.13958113958114,0.668655668655669,0,0.57807570977918,0.00421940928270042
2006,0.0619372663741264,0.104583794836841,0.798117065689699,0.391343436938094,0.627850473777377,0.724444702872427
2006,0.00226075672186254,0.0155950449786167,0.695417342574841,0.426045574544949,0.355663146168513,0.0258239490596073
2006,0.0997728419989904,0.154446344591706,0.632107738349722,0.573323416387753,0.263519123263408,0
2006,0.109088642313926,0.138196304691256,0.325022322961742,0.464993466898955,0.14300576184379,0.128966495302251
2006,0.07631522069205,0.186071649166152,0.607731109738522,0.63307655272027,0.250240483715817,0
2006,0.0986451514690212,0.0798951857370395,0.421158094846632,0.504290051480618,0.155753098785526,0.0675384870054627
2006,0.0818251253611397,0.0742940297333438,0.346535042869504,0.508925932493941,0.139976275207592,0.153850071297617
2006,0.0901346838081357,0.222114842554562,0.595473947008134,0.212449043587331,0.45095168374817,0
2006,-0.0128491779716365,0.00105952610287035,0.454055095357349,0.260438413361169,0.512389179358945,0
2006,0.0735166384426495,0.0834020335256939,0.604012091233855,0.443091787439614,0.319632957369528,0.0575539568345324
2006,0.10250943744039,0.0753437213565536,0.505957836846929,0.593514328808446,0.0802607673399593,0.00480059084194978
2006,0.0399811853245532,0.0730018165304269,0.689713896457766,0.455469216975493,0.422983425414365,0
2006,0.0703956868160609,0.109973533918373,0.531271764869759,0.393639066582575,0.366236541464617,0
2006,0.0709589380970103,0.165184678522572,0.455540355677155,0.373967754620527,0.170489770613763,0
2006,0.181787419633793,0.164901299951854,0.317284545016851,0.424162436548223,0.0409683426443203,0
2006,0.0807983240845197,0.10843137254902,0.626666666666667,0,0.838709677419355,0
2006,0.110572170857188,0.167641996557659,0.419277108433735,0.201231060606061,0.312468703054582,0
2006,0.112808820246864,0.0738037307380373,0.119424168694242,0.00412749369410686,0.870123691722169,0
2006,0.173440331348693,0.250767656090072,0.382804503582395,0.300058038305281,0.208734270910437,0.402674591381872
2006,0.131662885905092,0.0953360768175583,0.623113854595336,0.592207792207792,0.0996222851746931,0
2006,0.383763362778171,0.0742898761835397,0.735615440640932,0.707493956486704,0.204564666103128,0
2006,0.13118241446552,0.104878048780488,0.426016260162602,0.392949269131556,0.268134715025907,0
2006,0.0764296278846329,0.0723044397463002,0.701479915433404,0.411175979983319,0.469573115349682,0.0710526315789474
2006,NA,NA,NA,NA,NA,NA
2006,-0.0174579917074539,0.0307904411764706,0.605238970588235,0,0.405529953917051,0
2006,NA,NA,NA,NA,NA,NA
2006,0.118529758893947,0.0924035593918968,0.833692990325631,0.217277188177565,0.612934571366875,0.517345718105693
2006,0.0883755883076119,0.0932300163132137,0.517659053833605,0.0921163736854226,0.48621181504814,0
2006,0.0843920815482346,0.0610567644905836,0.750748652425634,0.129054761074294,0.791542076035882,0.262987012987013
2006,0.0777789461249007,0.128840436075322,0.197059795176743,0.00450542699160352,0.277523460746166,0
2006,0.129253208918552,0.145955119743541,0.354327739015652,0.0251957295373665,0.415946843853821,0.00436173306193661
2006,0.0872205597606055,0.155066921606119,0.415678776290631,0.104337631887456,0.351696338595902,0.0648714810281518
2006,0.127263113752803,0.137121962367639,0.660546964272111,0,0.886444107233182,0.000448631673396142
2006,0.0354792190608293,0.0223078719925251,0.515845207506034,0,0.48597317868793,0.00352564102564103
2006,0.115646077627931,0.0689263201405394,0.381936550583859,0,0.653317495333446,0.000334280461307037
2006,0.0171321538645098,0.0558734432850892,0.217098619993268,0,0.222309299895507,0.0139889783806698
2006,0.066961903545375,0.0807657792402034,0.118456476218965,0.00774410774410774,0.313661202185792,0
2006,-0.0375989690779777,0.04,0.309387755102041,0.00412007062978222,0.231089743589744,0
2006,0.0501408450704225,0.082348970637867,1.12532343345708,-0.390761548064919,0.617765397709687,-0.175105485232068
2006,0.0480248317291959,0.0502488360892599,0.592229892438594,0.000786782061369001,0.358590308370044,0
2006,-0.00457240592972806,0.00138677021217584,0.729302454583276,0.00661577608142494,0.472189349112426,0.000512032770097286
2006,0.0440406073198083,0.0322683706070288,0.63258785942492,0.0814696485623003,0.184102141680395,0
2006,0.0351139019886379,Inf,NA,NA,NA,NA
2006,0.0401261351498569,0.0543759709994821,0.650440186431901,0,0.113752122241087,0
2006,0.0374269567028486,0.0351437699680511,0.560303514376997,0.0685279187817259,0.208699902248289,0
2006,0.0443422263109476,0.00222304557243423,0.446461652463876,0.283796740172579,0.315614617940199,0
2006,0.0753726371096207,Inf,NA,NA,NA,NA
2006,0.0666191640303719,0.0322827752243379,0.646312103304881,0.316123571730851,0.433545178226029,0
2006,0.083899350417598,0.164653243847875,0.266666666666667,0.0220763723150358,0.278803869832894,0
2006,0.158225244613467,0.131024096385542,0.423192771084337,0,0.045662100456621,0
2006,0.137004474745092,0.0790774299835255,0.342668863261944,0.0859106529209622,0.12987012987013,0
2006,0.120312634642997,0.168734491315136,0.267990074441687,0,0.186274509803922,0
2006,0.0821043780330331,0.223188405797101,0.253623188405797,0.253262445625906,0.416720257234727,0
2006,0.184035541343459,0.310294117647059,0.323529411764706,0,0.71763085399449,0.243421052631579
2006,0.095116164262698,0.156043956043956,0.219047619047619,0.344,0.286101083032491,0.000937207122774133
2006,NA,NA,NA,NA,NA,NA
2006,0.118984746341918,0.106137184115523,0.493140794223827,0.248394004282655,0.119588512644664,0
2006,0.0332427003852013,0.0616614330573794,0.592920353982301,0.0467914438502674,0.397002439874521,0.00209937018894332
2006,0.172838674120833,0.154010421115572,0.229691637481848,0.308594648470444,0.299169933133502,0.263175096004576
2006,0.0841236102027469,0.11802215012865,0.540664503859492,0.424929971988796,0.243115993722357,0
2006,0.181551298702537,0.380369156460238,0.234604105571848,0.0729210196406185,0.369771332961517,0
2006,0.162958906616419,0.175081192795985,0.455417773841157,0.159298085688241,0.172146484897086,0
2006,0.113639979029785,0.136025029797378,0.297973778307509,0.323571633649153,0.210484668644906,0.0711610486891386
2006,0.112449068755647,0.139719723907132,0.443631039531479,0.0741385311521058,0.207394048692516,0
2006,0.0817998507382175,0.0978947368421053,0.416315789473684,0,0.283116883116883,0.158573596358118
2006,0.0922093315682904,0.176616145994432,0.427157438911228,0.34256301029464,0.295214922952149,0
2006,0.0869229120588297,0.0644023756495917,0.558463251670379,0.0165357585779248,0.387298991550831,0.0144987572493786
2006,0.0677373786433415,0.135716545397026,0.450490351154698,0.228342958685029,0.510084925690021,0.0413907284768212
2006,0.0692291690425903,0.038995373430271,0.623265036351619,0,0.100250626566416,0
2006,0.104645136007746,0.0820820820820821,0.536786786786787,0.550072921730676,0.103092783505155,0
2006,0.279654405343795,0.285102332222751,0.335316515944788,0.0378918360316914,0.109803921568628,0.00604982206405694
2006,0.0749533695406678,0.0915624168219324,0.456747404844291,0.190400634668782,0.0926000808734331,0
2006,0.056107515738565,0.133797370456303,0.597061098221191,0.333759590792839,0.257636122177955,0
2006,0.388390819216041,0.125495557074504,0.0355434039644566,0,0.272458878110502,0.211291224147568
2006,0.166578878061628,0.181321682140907,0.476242490442381,0.304820587169264,0.405967805261091,0.542352660462897
2006,0.0659513200438206,0.0837954405422058,0.545286506469501,0.120381406436234,0.147850732168162,0.00202839756592292
2006,0.073503877574555,0.0907723169508526,0.487963891675025,0.454594017094017,0.173690932311622,0.0851254480286738
2006,0.128810585063288,0.178479381443299,0.40270618556701,0.351748251748252,0.241007194244604,0
2006,0.0973330218083368,0.0826410144293835,0.417140358548317,0.50720887245841,0.148880791254555,0
2006,0.0841386041777023,0.162835249042146,0.342911877394636,0.292783505154639,0.252994011976048,0
2006,0.116064602567046,0.179591836734694,0.477551020408163,0.356244761106454,0.211382113821138,0
2006,0.261941824724498,0.108323377140581,0.0808442851453604,0,0.620124113475177,0.00043308791684712
2006,0.132318460799578,0.0946069469835466,0.452468007312614,0.409561360275998,0.363533408833522,0
2006,0.198737721477903,0.0878877400295421,0.450886262924668,0.526131293817718,0.257601351351351,0.0145791915175613
2006,0.145692797023078,0.0997561751298632,0.411480971059048,0.411730422803857,0.25087907047852,0
2006,0.0604223402549093,0.0589727658693176,0.501605053329191,0,0.568168616712306,0.000415368639667705
2006,0.152436298614215,0.144547759932375,0.413214990138067,0.419228892142509,0.185946041262564,0.316933169331693
2006,0.0485375588507833,0.0464192797480487,0.627687251814323,0.0601451780159004,0.366742128009879,0.000367647058823529
2006,0.0609477642099913,0.0793388429752066,0.509327036599764,0.0207351555136664,0.145950627977479,0
2006,0.0659733532379932,0.104510942384993,0.904421616793211,0,0.151712887438825,0
2006,0.0520429212262504,0.0955578512396694,0.181301652892562,0.20231504781077,0.297651933701657,0
2006,0.185069360862593,0.205904617713853,0.263815291445874,0,0.422222222222222,0
2006,0.0982382716590744,0.164179104477612,0.0712153518123667,0.0883214734198409,0.152027027027027,0.385613540197461
2006,0.0508512152850861,0.0406815020862309,0.574756606397775,0,0.687003222341568,0.0239425379090184
2006,0.101596010276501,0.0818553888130969,0.273760800363802,0.154355308445856,0.1508078994614,0.000625782227784731
2006,0.117627676533423,0.352286773794808,0.174289245982695,0,0.169312169312169,0
2006,0.141653865843488,0.0828907130210848,0.561564461612747,0.42964824120603,0.450243814339895,0
2006,NA,NA,NA,NA,NA,NA
2006,0.169846478571311,0.12348401323043,0.466923925027563,0.476731601731602,0.212854181064271,0.0368525896414343
